Country_Code,Country_Name,Indicator_Code,Indicator_Name,Number of Records,Year,Value
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2002,46833
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2002,83947
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2002,46204
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2002,69659
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,47315
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,84451
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,34638
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,38815
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,46034
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,41307
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,45404
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,40552
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,55779
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,39509
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,37689
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,24682
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,47730
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2003,71862
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,46662
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,41881
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,47846
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,86960
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,36164
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,49045
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,73069
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,39422
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,47404
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,43541
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,57685
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,40351
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,38774
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2004,26477
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,47761
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,89446
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,38070
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,50660
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,76389
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,59262
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,40842
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,39160
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,27846
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,47108
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,43618
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,45145
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,40519
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2005,48597
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,50426
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,89945
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,41571
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,40838
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,49392
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,61617
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,41665
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,41045
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,30154
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,53339
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,78242
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,46734
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,47598
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2006,45212
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,48806
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,47940
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,51785
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,91322
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,43505
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,54984
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,75570
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,41273
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,50033
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,61480
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,42409
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,42229
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,32098
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2007,47227
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,51231
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,90462
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,41638
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,54661
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,70845
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,61172
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,42357
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,42503
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,33421
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,40653
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,49634
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,44236
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,49749
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2008,47892
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,57795
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,40984
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,40708
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,31647
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,50033
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,88715
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,39800
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,51348
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,74561
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,38700
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,47927
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,40190
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,49947
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2009,45865
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,50001
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,46622
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,40814
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,51100
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,88707
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,46727
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,54254
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,78987
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,39464
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,48902
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,58991
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,41579
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,42365
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,33239
ISL,Iceland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2010,34966
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,52216
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,88339
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,47465
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,55122
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,75869
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,59798
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,42418
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,45083
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,34805
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,39470
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,50376
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,47655
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,39887
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2011,49403
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,51646
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,89438
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,47900
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,39631
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,50104
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,51989
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,48033
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,59798
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,42153
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,45116
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,34575
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,54501
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,76635
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2012,39128
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,52765
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,48762
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,51247
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,89507
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,48965
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,54606
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,77054
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,39805
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,50647
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,60641
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,42204
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,45153
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,35664
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2013,41131
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,44400
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,61603
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,42377
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,45831
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,36450
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,53238
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,49615
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,50975
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,92187
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,51224
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,55479
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,76707
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,40530
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2014,51511
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,53974
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,49648
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,49570
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,41048
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,52537
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,51911
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,93822
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,50222
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,56644
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,78399
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,62264
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,42676
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,46358
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2015,36938
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,54461
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,63454
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,42956
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,47103
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,37755
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,51947
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,93959
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,50915
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,57165
CHE,Switzerland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,77703
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,41487
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,52943
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,54051
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2016,49792
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,54586
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,50694
IRL,Ireland,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,56758
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,54349
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,95345
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,52688
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,58229
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,42499
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,53816
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,64128
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,44034
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,48126
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2017,39610
AUS,Australia,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,55078
CAN,Canada,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,50864
DNK,Denmark,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,65371
FRA,France,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,44651
DEU,Germany,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,48809
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,40731
GBR,United Kingdom,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,42742
USA,United States,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,55079
NLD,Netherlands,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,55568
NOR,Norway,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,95951
SGP,Singapore,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,54169
SWE,Sweden,NY.GNP.PCAP.KD,GNI_Per_Capita,1,2018,58812
GBR,United Kingdom,SP.DYN.LE00.IN,Life_Expectancy,1,1996,77
USA,United States,SP.DYN.LE00.IN,Life_Expectancy,1,1996,76
AUS,Australia,SP.DYN.LE00.IN,Life_Expectancy,1,1996,78
